C01 TITLE: CO event sampling data 
C02 FILE NAME: mid528n00.noaa.as.fl.co.nl.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 2587
C05 HEADER LINES: 39
C06 DATA VERSION: 201708
C07 STATION NAME: Sand Island 
C08 STATION CATEGORY: Regional
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 28.2
C13 LONGITUDE: -177.37
C14 ALTITUDE: 7.7
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 1990-11-27 2016-12-31
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31 # comment:  ************ COLLABORATORS ***************
C32 # comment: 
C33 # comment: NOAA thanks the following collaborators without
C34 # comment: whom these measurements would not be possible.
C35 # comment: 
C36 # collaborator_name: U.S. Fish and Wildlife Service [USFWS]
C37 # collaborator_url: http://midway.fws.gov
C38 # comment: 
C39   DATE  TIME       DATE  TIME         CO    ND      SD     F CS       REM
1990-11-27 01:30 9999-99-99 99:99 -99999.999 -9999 -99999.   *..  0   1085-81
2004-03-31 01:13 9999-99-99 99:99    171.750 -9999 -99999.   ...  0    875-99
2004-03-31 01:13 9999-99-99 99:99    172.290 -9999 -99999.   ...  0    876-99
2004-04-06 22:36 9999-99-99 99:99    152.670 -9999 -99999.   ...  0   2545-99
2004-04-06 22:36 9999-99-99 99:99    152.500 -9999 -99999.   ...  0   2546-99
2004-04-13 19:45 9999-99-99 99:99    126.390 -9999 -99999.   ...  0   2939-99
2004-04-13 19:45 9999-99-99 99:99    127.150 -9999 -99999.   ...  0   2940-99
2004-04-21 20:30 9999-99-99 99:99    179.780 -9999 -99999.   ...  0   1649-99
2004-04-21 20:30 9999-99-99 99:99    179.110 -9999 -99999.   ...  0   1650-99
2004-04-27 22:13 9999-99-99 99:99    158.440 -9999 -99999.   ...  0   3487-99
2004-04-27 22:13 9999-99-99 99:99    158.040 -9999 -99999.   ...  0   3488-99
2004-05-04 21:15 9999-99-99 99:99    105.210 -9999 -99999.   .X.  0   3483-99
2004-05-04 21:15 9999-99-99 99:99    104.910 -9999 -99999.   .X.  0   3484-99
2004-05-11 20:01 9999-99-99 99:99    150.640 -9999 -99999.   ...  0   3489-99
2004-05-11 20:01 9999-99-99 99:99    149.790 -9999 -99999.   ...  0   3490-99
2004-05-18 19:19 9999-99-99 99:99    123.580 -9999 -99999.   P..  0    753-99
2004-05-18 19:19 9999-99-99 99:99    118.390 -9999 -99999.   P..  0    754-99
2004-05-25 19:02 9999-99-99 99:99    143.530 -9999 -99999.   ...  0    323-99
2004-05-25 19:02 9999-99-99 99:99    143.820 -9999 -99999.   ...  0    324-99
2004-06-01 19:38 9999-99-99 99:99     99.400 -9999 -99999.   ...  0    749-99
2004-06-01 19:38 9999-99-99 99:99     99.280 -9999 -99999.   ...  0    750-99
2004-06-08 19:16 9999-99-99 99:99    110.020 -9999 -99999.   ...  0   2531-99
2004-06-08 19:16 9999-99-99 99:99    110.120 -9999 -99999.   ...  0   2532-99
2004-06-15 19:29 9999-99-99 99:99     93.170 -9999 -99999.   ...  0    603-99
2004-06-15 19:29 9999-99-99 99:99     91.900 -9999 -99999.   ...  0    604-99
2004-06-22 19:45 9999-99-99 99:99    101.060 -9999 -99999.   ...  0   2795-99
2004-06-22 19:45 9999-99-99 99:99     99.130 -9999 -99999.   ...  0   2796-99
2004-06-29 19:45 9999-99-99 99:99     84.290 -9999 -99999.   ...  0   6765-66
2004-06-29 19:45 9999-99-99 99:99     84.220 -9999 -99999.   ...  0   6766-66
2004-07-06 19:09 9999-99-99 99:99     88.710 -9999 -99999.   ...  0   2411-99
2004-07-06 19:09 9999-99-99 99:99     89.070 -9999 -99999.   ...  0   2412-99
2004-07-13 19:15 9999-99-99 99:99     70.850 -9999 -99999.   ...  0   1783-99
2004-07-13 19:15 9999-99-99 99:99     70.450 -9999 -99999.   ...  0   1784-99
2004-07-20 19:15 9999-99-99 99:99     79.490 -9999 -99999.   ...  0   1825-99
2004-07-20 19:15 9999-99-99 99:99     78.930 -9999 -99999.   ...  0   1826-99
2004-07-27 19:15 9999-99-99 99:99     84.720 -9999 -99999.   ...  0   3597-99
2004-07-27 19:15 9999-99-99 99:99     83.610 -9999 -99999.   ...  0   3598-99
2004-08-03 19:42 9999-99-99 99:99     72.380 -9999 -99999.   ...  0   3819-99
2004-08-03 19:42 9999-99-99 99:99     81.920 -9999 -99999.   ...  0   3820-99
2004-08-10 20:28 9999-99-99 99:99     85.100 -9999 -99999.   ...  0   3837-99
2004-08-10 20:28 9999-99-99 99:99     84.320 -9999 -99999.   ...  0   3838-99
2004-08-18 01:01 9999-99-99 99:99     77.680 -9999 -99999.   ...  0   1229-99
2004-08-18 01:01 9999-99-99 99:99     77.560 -9999 -99999.   ...  0   1230-99
2004-08-25 00:42 9999-99-99 99:99     74.730 -9999 -99999.   ...  0    969-99
2004-08-25 00:42 9999-99-99 99:99     74.260 -9999 -99999.   ...  0    970-99
2004-09-01 00:45 9999-99-99 99:99     77.360 -9999 -99999.   ...  0   3519-99
2004-09-01 00:45 9999-99-99 99:99     76.650 -9999 -99999.   ...  0   3520-99
2004-09-07 19:42 9999-99-99 99:99     73.840 -9999 -99999.   ...  0   3997-99
2004-09-07 19:42 9999-99-99 99:99     71.970 -9999 -99999.   ...  0   3998-99
2004-09-15 01:55 9999-99-99 99:99     89.070 -9999 -99999.   ...  0   1851-99
2004-09-15 01:55 9999-99-99 99:99     86.960 -9999 -99999.   ...  0   1852-99
2004-09-22 02:00 9999-99-99 99:99    105.640 -9999 -99999.   ...  0    195-99
2004-09-22 02:00 9999-99-99 99:99    105.830 -9999 -99999.   ...  0    196-99
2004-09-28 21:50 9999-99-99 99:99    101.100 -9999 -99999.   ...  0   3907-99
2004-09-28 21:50 9999-99-99 99:99     99.280 -9999 -99999.   ...  0   3908-99
2004-10-05 20:40 9999-99-99 99:99    114.060 -9999 -99999.   ...  0   3595-99
2004-10-05 20:40 9999-99-99 99:99    112.050 -9999 -99999.   ...  0   3596-99
2004-10-12 20:15 9999-99-99 99:99    109.200 -9999 -99999.   ...  0   2831-99
2004-10-12 20:15 9999-99-99 99:99    108.710 -9999 -99999.   ...  0   2832-99
2004-10-21 01:30 9999-99-99 99:99     98.700 -9999 -99999.   P..  0    439-99
2004-10-21 01:30 9999-99-99 99:99     95.210 -9999 -99999.   P..  0    440-99
2004-10-26 22:30 9999-99-99 99:99    113.250 -9999 -99999.   ...  0   3909-99
2004-10-26 22:30 9999-99-99 99:99    114.730 -9999 -99999.   ...  0   3910-99
2004-11-02 21:46 9999-99-99 99:99    112.530 -9999 -99999.   P..  0   3599-99
2004-11-02 21:46 9999-99-99 99:99    108.100 -9999 -99999.   P..  0   3600-99
2004-11-09 21:15 9999-99-99 99:99    131.240 -9999 -99999.   ...  0   3835-99
2004-11-09 21:15 9999-99-99 99:99    130.530 -9999 -99999.   ...  0   3836-99
2004-11-16 22:15 9999-99-99 99:99    139.480 -9999 -99999.   ...  0   4091-99
2004-11-16 22:15 9999-99-99 99:99    138.460 -9999 -99999.   ...  0   4092-99
2004-11-23 20:57 9999-99-99 99:99    122.410 -9999 -99999.   ...  0   3559-99
2004-11-23 20:57 9999-99-99 99:99    121.790 -9999 -99999.   ...  0   3560-99
2004-11-30 20:15 9999-99-99 99:99    116.240 -9999 -99999.   ...  0   4115-99
2004-11-30 20:15 9999-99-99 99:99    113.600 -9999 -99999.   ...  0   4116-99
2004-12-07 20:57 9999-99-99 99:99    109.890 -9999 -99999.   ...  0    817-99
2004-12-07 20:57 9999-99-99 99:99    109.860 -9999 -99999.   ...  0    818-99
2004-12-14 20:45 9999-99-99 99:99    116.050 -9999 -99999.   ...  0   1515-99
2004-12-14 20:45 9999-99-99 99:99    114.720 -9999 -99999.   ...  0   1516-99
2004-12-21 19:48 9999-99-99 99:99    145.280 -9999 -99999.   ...  0   1373-99
2004-12-21 19:48 9999-99-99 99:99    144.410 -9999 -99999.   ...  0   1374-99
2004-12-28 19:52 9999-99-99 99:99    130.920 -9999 -99999.   ...  0   3739-99
2004-12-28 19:52 9999-99-99 99:99    129.970 -9999 -99999.   ...  0   3740-99
2005-01-04 21:30 9999-99-99 99:99    130.480 -9999 -99999.   ...  0   2413-99
2005-01-04 21:30 9999-99-99 99:99    129.820 -9999 -99999.   ...  0   2414-99
2005-01-11 21:25 9999-99-99 99:99    132.750 -9999 -99999.   ...  0   4089-99
2005-01-11 21:25 9999-99-99 99:99    131.640 -9999 -99999.   ...  0   4090-99
2005-01-18 19:39 9999-99-99 99:99    126.360 -9999 -99999.   ...  0   1691-99
2005-01-18 19:39 9999-99-99 99:99    125.740 -9999 -99999.   ...  0   1692-99
2005-01-25 19:06 9999-99-99 99:99    140.630 -9999 -99999.   ...  0   2099-99
2005-01-25 19:06 9999-99-99 99:99    141.050 -9999 -99999.   ...  0   2100-99
2005-02-01 21:30 9999-99-99 99:99    172.930 -9999 -99999.   ...  0   2939-99
2005-02-01 21:30 9999-99-99 99:99    171.950 -9999 -99999.   ...  0   2940-99
2005-02-08 19:52 9999-99-99 99:99    149.800 -9999 -99999.   ...  0   2921-99
2005-02-08 19:52 9999-99-99 99:99    148.930 -9999 -99999.   ...  0   2922-99
2005-02-15 21:30 9999-99-99 99:99    166.750 -9999 -99999.   ...  0   1985-99
2005-02-15 21:30 9999-99-99 99:99    166.070 -9999 -99999.   ...  0   1986-99
2005-02-22 20:30 9999-99-99 99:99    182.690 -9999 -99999.   ...  0   3009-99
2005-02-22 20:30 9999-99-99 99:99    181.960 -9999 -99999.   ...  0   3010-99
2005-03-01 21:00 9999-99-99 99:99    155.040 -9999 -99999.   ...  0   2267-99
2005-03-01 21:00 9999-99-99 99:99    156.680 -9999 -99999.   ...  0   2268-99
2005-03-08 20:00 9999-99-99 99:99    170.500 -9999 -99999.   ...  0    977-99
2005-03-08 20:00 9999-99-99 99:99    170.080 -9999 -99999.   ...  0    978-99
2005-03-15 20:00 9999-99-99 99:99    214.610 -9999 -99999.   .N.  0    221-99
2005-03-15 20:00 9999-99-99 99:99    215.110 -9999 -99999.   .N.  0    222-99
2005-03-23 03:44 9999-99-99 99:99    157.140 -9999 -99999.   ...  0   3321-99
2005-03-23 03:44 9999-99-99 99:99    157.910 -9999 -99999.   ...  0   3322-99
2005-03-30 00:00 9999-99-99 99:99    143.870 -9999 -99999.   ...  0     79-99
2005-03-30 00:00 9999-99-99 99:99    142.400 -9999 -99999.   ...  0     80-99
2005-04-07 04:03 9999-99-99 99:99    152.110 -9999 -99999.   ...  0   1657-99
2005-04-07 04:03 9999-99-99 99:99    153.190 -9999 -99999.   ...  0   1658-99
2005-04-12 19:50 9999-99-99 99:99    137.000 -9999 -99999.   ...  0   1147-99
2005-04-12 19:50 9999-99-99 99:99    137.250 -9999 -99999.   ...  0   1148-99
2005-04-19 19:50 9999-99-99 99:99    152.300 -9999 -99999.   ...  0   6061-66
2005-04-19 19:50 9999-99-99 99:99    152.990 -9999 -99999.   ...  0   6062-66
2005-04-26 20:00 9999-99-99 99:99    155.840 -9999 -99999.   ...  0   2307-99
2005-04-26 20:00 9999-99-99 99:99    156.680 -9999 -99999.   ...  0   2308-99
2005-05-10 19:50 9999-99-99 99:99    138.350 -9999 -99999.   ...  0   2595-99
2005-05-10 19:50 9999-99-99 99:99    138.660 -9999 -99999.   ...  0   2596-99
2005-05-17 19:49 9999-99-99 99:99    111.080 -9999 -99999.   ...  0    883-99
2005-05-17 19:49 9999-99-99 99:99    111.160 -9999 -99999.   ...  0    884-99
2005-05-24 19:50 9999-99-99 99:99    117.940 -9999 -99999.   ...  0      5-99
2005-05-24 19:50 9999-99-99 99:99    118.460 -9999 -99999.   ...  0      6-99
2005-05-31 20:50 9999-99-99 99:99    131.880 -9999 -99999.   ...  0   1571-99
2005-05-31 20:50 9999-99-99 99:99    132.010 -9999 -99999.   ...  0   1572-99
2005-06-07 20:40 9999-99-99 99:99     90.040 -9999 -99999.   ...  0   3093-99
2005-06-07 20:40 9999-99-99 99:99     92.230 -9999 -99999.   ...  0   3094-99
2005-06-14 19:50 9999-99-99 99:99     96.800 -9999 -99999.   ...  0   2131-99
2005-06-14 19:50 9999-99-99 99:99     96.540 -9999 -99999.   ...  0   2132-99
2005-06-24 03:25 9999-99-99 99:99     88.400 -9999 -99999.   ...  0    295-99
2005-06-24 03:25 9999-99-99 99:99     88.600 -9999 -99999.   ...  0    296-99
2005-06-28 19:50 9999-99-99 99:99     99.470 -9999 -99999.   ...  0    393-99
2005-06-28 19:50 9999-99-99 99:99    101.610 -9999 -99999.   ...  0    394-99
2005-07-05 20:59 9999-99-99 99:99     80.760 -9999 -99999.   ...  0    721-99
2005-07-05 20:59 9999-99-99 99:99     80.490 -9999 -99999.   ...  0    722-99
2005-07-12 20:15 9999-99-99 99:99     77.180 -9999 -99999.   ...  0    629-99
2005-07-12 20:15 9999-99-99 99:99     76.930 -9999 -99999.   ...  0    630-99
2005-07-19 19:30 9999-99-99 99:99     69.700 -9999 -99999.   ...  0   2121-99
2005-07-19 19:30 9999-99-99 99:99     70.890 -9999 -99999.   ...  0   2122-99
2005-07-27 19:52 9999-99-99 99:99     74.220 -9999 -99999.   ...  0   1141-99
2005-07-27 19:52 9999-99-99 99:99     74.330 -9999 -99999.   ...  0   1142-99
2005-08-02 19:54 9999-99-99 99:99     20.120 -9999 -99999.   A.C  0   1409-99
2005-08-02 19:54 9999-99-99 99:99     71.140 -9999 -99999.   ...  0   1410-99
2005-08-09 20:00 9999-99-99 99:99     66.210 -9999 -99999.   ...  0   3929-99
2005-08-09 20:00 9999-99-99 99:99     67.400 -9999 -99999.   ...  0   3930-99
2005-08-16 19:46 9999-99-99 99:99     72.230 -9999 -99999.   ...  0    391-99
2005-08-16 19:46 9999-99-99 99:99     72.310 -9999 -99999.   ...  0    392-99
2005-08-23 19:49 9999-99-99 99:99    115.490 -9999 -99999.   ...  0   1245-99
2005-08-23 19:49 9999-99-99 99:99    115.800 -9999 -99999.   ...  0   1246-99
2005-08-30 19:58 9999-99-99 99:99    106.390 -9999 -99999.   ...  0   1517-99
2005-08-30 19:58 9999-99-99 99:99    106.560 -9999 -99999.   ...  0   1518-99
2005-09-06 19:39 9999-99-99 99:99     78.970 -9999 -99999.   ...  0    913-99
2005-09-06 19:39 9999-99-99 99:99     79.760 -9999 -99999.   ...  0    914-99
2005-09-13 19:49 9999-99-99 99:99     80.980 -9999 -99999.   ...  0   6085-66
2005-09-13 19:49 9999-99-99 99:99     80.540 -9999 -99999.   ...  0   6086-66
2005-09-20 20:23 9999-99-99 99:99     79.380 -9999 -99999.   ...  0   3633-99
2005-09-20 20:23 9999-99-99 99:99     79.220 -9999 -99999.   ...  0   3634-99
2005-09-27 20:50 9999-99-99 99:99     87.340 -9999 -99999.   ...  0   3749-99
2005-09-27 20:50 9999-99-99 99:99     86.020 -9999 -99999.   ...  0   3750-99
2005-10-05 04:05 9999-99-99 99:99     84.790 -9999 -99999.   ...  0   3236-99
2005-10-12 00:26 9999-99-99 99:99     84.910 -9999 -99999.   ...  0    286-99
2005-10-12 00:26 9999-99-99 99:99     85.570 -9999 -99999.   ...  0   3512-99
2005-10-18 19:50 9999-99-99 99:99    116.240 -9999 -99999.   ...  0   1965-99
2005-10-18 19:50 9999-99-99 99:99    115.970 -9999 -99999.   ...  0    500-99
2005-10-26 00:20 9999-99-99 99:99    100.830 -9999 -99999.   ...  0   2583-99
2005-10-26 00:20 9999-99-99 99:99    100.580 -9999 -99999.   ...  0   2584-99
2005-11-01 20:15 9999-99-99 99:99    142.480 -9999 -99999.   ...  0   3437-99
2005-11-01 20:15 9999-99-99 99:99    143.860 -9999 -99999.   ...  0    761-99
2005-11-08 21:00 9999-99-99 99:99     95.910 -9999 -99999.   ...  0   1737-99
2005-11-08 21:00 9999-99-99 99:99     95.720 -9999 -99999.   ...  0   1738-99
2005-11-16 00:44 9999-99-99 99:99    118.030 -9999 -99999.   ...  0   3608-99
2005-11-16 00:44 9999-99-99 99:99    118.910 -9999 -99999.   ...  0   6330-66
2005-11-22 19:26 9999-99-99 99:99    130.120 -9999 -99999.   ...  0    576-99
2005-11-29 20:49 9999-99-99 99:99    105.410 -9999 -99999.   ...  0   2391-99
2005-11-29 20:49 9999-99-99 99:99    105.050 -9999 -99999.   ...  0   2392-99
2005-12-06 19:15 9999-99-99 99:99    162.950 -9999 -99999.   .X.  0   6075-66
2005-12-06 19:15 9999-99-99 99:99    161.390 -9999 -99999.   ...  0   6076-66
2005-12-14 21:00 9999-99-99 99:99    112.540 -9999 -99999.   ...  0   2459-99
2005-12-14 21:00 9999-99-99 99:99    112.120 -9999 -99999.   ...  0   2460-99
2005-12-20 21:30 9999-99-99 99:99    103.800 -9999 -99999.   ...  0   3652-99
2005-12-20 21:30 9999-99-99 99:99    103.370 -9999 -99999.   ...  0   4121-99
2005-12-27 20:45 9999-99-99 99:99    108.750 -9999 -99999.   ...  0   1941-99
2005-12-27 20:45 9999-99-99 99:99    108.620 -9999 -99999.   ...  0   1942-99
2006-01-03 20:45 9999-99-99 99:99    168.350 -9999 -99999.   ...  0   3767-99
2006-01-03 20:45 9999-99-99 99:99    168.860 -9999 -99999.   ...  0     99-99
2006-01-11 19:50 9999-99-99 99:99    144.980 -9999 -99999.   ...  0   2963-99
2006-01-11 19:50 9999-99-99 99:99    144.840 -9999 -99999.   ...  0   2964-99
2006-01-17 21:11 9999-99-99 99:99    138.340 -9999 -99999.   ...  0   1067-99
2006-01-17 21:11 9999-99-99 99:99    137.580 -9999 -99999.   ...  0   1068-99
2006-01-24 20:01 9999-99-99 99:99    150.580 -9999 -99999.   ...  0   2141-99
2006-01-24 20:01 9999-99-99 99:99    149.320 -9999 -99999.   ...  0   2142-99
2006-01-31 20:33 9999-99-99 99:99    144.380 -9999 -99999.   ...  0    657-99
2006-01-31 20:33 9999-99-99 99:99    143.700 -9999 -99999.   ...  0    658-99
2006-02-07 21:00 9999-99-99 99:99    151.580 -9999 -99999.   ...  0   1191-99
2006-02-07 21:00 9999-99-99 99:99    152.380 -9999 -99999.   ...  0   1192-99
2006-02-14 20:50 9999-99-99 99:99    166.230 -9999 -99999.   ...  0   2035-99
2006-02-14 20:50 9999-99-99 99:99    165.360 -9999 -99999.   ...  0   2036-99
2006-02-21 20:40 9999-99-99 99:99    122.840 -9999 -99999.   ...  0    513-99
2006-02-21 20:40 9999-99-99 99:99    123.490 -9999 -99999.   ...  0    514-99
2006-02-27 21:06 9999-99-99 99:99    139.710 -9999 -99999.   ...  0   1197-99
2006-02-27 21:06 9999-99-99 99:99    139.180 -9999 -99999.   ...  0   1198-99
2006-03-07 20:10 9999-99-99 99:99    160.450 -9999 -99999.   ...  0    893-99
2006-03-07 20:10 9999-99-99 99:99    160.750 -9999 -99999.   ...  0    894-99
2006-03-16 19:50 9999-99-99 99:99    142.510 -9999 -99999.   ...  0   3651-99
2006-03-16 19:50 9999-99-99 99:99    142.760 -9999 -99999.   ...  0   3652-99
2006-03-20 22:35 9999-99-99 99:99    151.420 -9999 -99999.   ...  0   4296-99
2006-03-20 22:35 9999-99-99 99:99    148.840 -9999 -99999.   ...  0   4317-99
2006-04-17 20:56 9999-99-99 99:99    134.760 -9999 -99999.   ...  0    685-99
2006-04-17 20:56 9999-99-99 99:99    135.200 -9999 -99999.   ...  0    686-99
2006-04-24 20:37 9999-99-99 99:99    124.660 -9999 -99999.   P..  0   3833-99
2006-04-24 20:37 9999-99-99 99:99    121.110 -9999 -99999.   P..  0   3834-99
2006-05-01 20:18 9999-99-99 99:99    132.260 -9999 -99999.   ...  0   4301-99
2006-05-01 20:18 9999-99-99 99:99    131.860 -9999 -99999.   ...  0   4302-99
2006-05-08 20:15 9999-99-99 99:99    113.280 -9999 -99999.   ...  0   3441-99
2006-05-08 20:15 9999-99-99 99:99    112.180 -9999 -99999.   ...  0   3442-99
2006-05-15 21:21 9999-99-99 99:99    137.510 -9999 -99999.   ...  0   3447-99
2006-05-15 21:21 9999-99-99 99:99    137.810 -9999 -99999.   ...  0   3448-99
2006-05-22 20:40 9999-99-99 99:99    146.790 -9999 -99999.   ...  0   1311-99
2006-05-22 20:40 9999-99-99 99:99    146.360 -9999 -99999.   ...  0   1312-99
2006-05-29 21:30 9999-99-99 99:99     86.340 -9999 -99999.   ...  0   1368-99
2006-06-05 20:58 9999-99-99 99:99     84.250 -9999 -99999.   ...  0    205-99
2006-06-05 20:58 9999-99-99 99:99     84.430 -9999 -99999.   ...  0    206-99
2006-06-12 20:04 9999-99-99 99:99     75.280 -9999 -99999.   ...  0   3703-99
2006-06-12 20:04 9999-99-99 99:99     73.730 -9999 -99999.   ...  0   3704-99
2006-06-19 20:43 9999-99-99 99:99     95.000 -9999 -99999.   ...  0   2395-99
2006-06-19 20:43 9999-99-99 99:99     93.360 -9999 -99999.   ...  0   2396-99
2006-06-26 21:13 9999-99-99 99:99    110.420 -9999 -99999.   ...  0   1241-99
2006-06-26 21:13 9999-99-99 99:99    109.170 -9999 -99999.   ...  0    522-99
2006-07-03 20:03 9999-99-99 99:99     77.700 -9999 -99999.   ...  0   3147-99
2006-07-03 20:03 9999-99-99 99:99     76.810 -9999 -99999.   ...  0   3148-99
2006-07-10 20:46 9999-99-99 99:99     67.680 -9999 -99999.   ...  0   3685-99
2006-07-10 20:46 9999-99-99 99:99     68.220 -9999 -99999.   ...  0   3686-99
2006-07-17 19:46 9999-99-99 99:99     69.440 -9999 -99999.   ...  0   3435-99
2006-07-17 19:46 9999-99-99 99:99     69.190 -9999 -99999.   ...  0   3436-99
2006-07-24 21:43 9999-99-99 99:99     78.630 -9999 -99999.   ...  0   3799-99
2006-07-24 21:43 9999-99-99 99:99     76.590 -9999 -99999.   ...  0   3800-99
2006-07-31 20:40 9999-99-99 99:99     69.660 -9999 -99999.   ...  0   1840-99
2006-07-31 20:40 9999-99-99 99:99     68.760 -9999 -99999.   ...  0   4127-99
2006-08-07 21:00 9999-99-99 99:99     76.040 -9999 -99999.   ...  0   4405-99
2006-08-14 21:57 9999-99-99 99:99     75.240 -9999 -99999.   ...  0    315-99
2006-08-14 21:57 9999-99-99 99:99     75.390 -9999 -99999.   ...  0    316-99
2006-08-21 21:38 9999-99-99 99:99     77.130 -9999 -99999.   ...  0     25-99
2006-08-21 21:38 9999-99-99 99:99     79.630 -9999 -99999.   ...  0     26-99
2006-08-28 21:06 9999-99-99 99:99     82.750 -9999 -99999.   ...  0   3249-99
2006-08-28 21:06 9999-99-99 99:99     79.910 -9999 -99999.   ...  0   3250-99
2006-09-04 19:45 9999-99-99 99:99     70.950 -9999 -99999.   ...  0   2125-99
2006-09-04 19:45 9999-99-99 99:99     70.530 -9999 -99999.   ...  0    649-99
2006-09-11 22:00 9999-99-99 99:99     66.570 -9999 -99999.   ...  0   3893-99
2006-09-11 22:00 9999-99-99 99:99     65.160 -9999 -99999.   ...  0    523-99
2006-09-18 19:41 9999-99-99 99:99    104.130 -9999 -99999.   ...  0    273-99
2006-09-18 19:41 9999-99-99 99:99    102.380 -9999 -99999.   ...  0    274-99
2006-09-25 20:01 9999-99-99 99:99    103.330 -9999 -99999.   ...  0   2385-99
2006-09-25 20:01 9999-99-99 99:99    104.330 -9999 -99999.   ...  0   2386-99
2006-10-02 22:26 9999-99-99 99:99    110.320 -9999 -99999.   ...  0    387-99
2006-10-02 22:26 9999-99-99 99:99    111.110 -9999 -99999.   ...  0    659-99
2006-10-10 20:57 9999-99-99 99:99    111.850 -9999 -99999.   ...  0   1283-99
2006-10-10 20:57 9999-99-99 99:99    112.600 -9999 -99999.   ...  0   1284-99
2006-10-16 19:47 9999-99-99 99:99    115.770 -9999 -99999.   P..  0    803-99
2006-10-16 19:47 9999-99-99 99:99    119.300 -9999 -99999.   P..  0    804-99
2006-10-23 20:40 9999-99-99 99:99    124.650 -9999 -99999.   ...  0   3717-99
2006-10-23 20:40 9999-99-99 99:99    123.250 -9999 -99999.   ...  0   3718-99
2006-10-30 20:49 9999-99-99 99:99    108.030 -9999 -99999.   ...  0   1305-99
2006-10-30 20:49 9999-99-99 99:99    107.950 -9999 -99999.   ...  0   1306-99
2006-11-06 19:50 9999-99-99 99:99     97.790 -9999 -99999.   ...  0   1033-99
2006-11-06 19:50 9999-99-99 99:99     97.660 -9999 -99999.   ...  0   1656-99
2006-11-13 21:25 9999-99-99 99:99    131.100 -9999 -99999.   ...  0   1437-99
2006-11-13 21:25 9999-99-99 99:99    130.860 -9999 -99999.   ...  0   1438-99
2006-11-20 22:03 9999-99-99 99:99     99.330 -9999 -99999.   ...  0   3249-99
2006-11-20 22:03 9999-99-99 99:99     98.970 -9999 -99999.   ...  0   3250-99
2006-11-28 04:30 9999-99-99 99:99    159.590 -9999 -99999.   .X.  0   4133-99
2006-11-28 04:30 9999-99-99 99:99    160.090 -9999 -99999.   .X.  0   5198-99
2006-12-04 20:26 9999-99-99 99:99    112.250 -9999 -99999.   ...  0   3645-99
2006-12-04 20:26 9999-99-99 99:99    111.510 -9999 -99999.   ...  0   3646-99
2006-12-12 02:03 9999-99-99 99:99    103.590 -9999 -99999.   ...  0   3073-99
2006-12-12 02:03 9999-99-99 99:99    105.780 -9999 -99999.   ...  0   3074-99
2007-01-01 21:40 9999-99-99 99:99    215.100 -9999 -99999.   .N.  0    321-99
2007-01-01 21:40 9999-99-99 99:99    213.970 -9999 -99999.   .N.  0    322-99
2007-01-08 20:20 9999-99-99 99:99    130.730 -9999 -99999.   ...  0   1317-99
2007-01-08 20:20 9999-99-99 99:99    129.470 -9999 -99999.   ...  0   1318-99
2007-01-15 19:50 9999-99-99 99:99    115.530 -9999 -99999.   ...  0   2293-99
2007-01-15 19:50 9999-99-99 99:99    115.050 -9999 -99999.   ...  0    412-99
2007-01-22 20:00 9999-99-99 99:99    162.050 -9999 -99999.   ...  0   3529-99
2007-01-22 20:00 9999-99-99 99:99    162.540 -9999 -99999.   ...  0   3530-99
2007-01-29 20:01 9999-99-99 99:99    168.360 -9999 -99999.   ...  0   1351-99
2007-01-29 20:01 9999-99-99 99:99    167.800 -9999 -99999.   ...  0   1352-99
2007-02-05 20:01 9999-99-99 99:99    154.830 -9999 -99999.   ...  0   2674-99
2007-02-05 20:01 9999-99-99 99:99    154.300 -9999 -99999.   ...  0   3517-99
2007-02-12 20:03 9999-99-99 99:99    116.100 -9999 -99999.   ...  0   4065-99
2007-02-12 20:03 9999-99-99 99:99    116.020 -9999 -99999.   ...  0   4066-99
2007-02-20 21:02 9999-99-99 99:99    144.240 -9999 -99999.   ...  0   3547-99
2007-02-20 21:02 9999-99-99 99:99    143.210 -9999 -99999.   ...  0   4250-99
2007-02-26 20:29 9999-99-99 99:99    138.170 -9999 -99999.   ...  0     51-99
2007-02-26 20:29 9999-99-99 99:99    137.000 -9999 -99999.   ...  0    598-99
2007-03-05 22:00 9999-99-99 99:99    178.120 -9999 -99999.   N..  0   3147-99
2007-03-05 22:00 9999-99-99 99:99    176.530 -9999 -99999.   N..  0   3148-99
