2014-12-19 03:23 9999-99-99 99:99 -59.000  -63.667    10.0     46.280 -9999 -99999.   ...  0   5262-99
2015-01-01 02:01 9999-99-99 99:99 -59.033  -62.767    10.0     45.190 -9999 -99999.   ...  0   3371-99
2015-01-01 02:01 9999-99-99 99:99 -59.033  -62.767    10.0     44.540 -9999 -99999.   ...  0   3509-99
2015-02-16 04:50 9999-99-99 99:99 -59.017  -62.117    10.0     42.310 -9999 -99999.   ...  0   2178-99
2015-02-16 04:50 9999-99-99 99:99 -59.017  -62.117    10.0     42.370 -9999 -99999.   ...  0   3428-99
2015-03-14 13:35 9999-99-99 99:99 -59.000  -62.883    10.0     41.920 -9999 -99999.   ...  0   1276-99
2015-03-14 13:35 9999-99-99 99:99 -59.000  -62.883    10.0     41.440 -9999 -99999.   ...  0   1712-99
2015-03-22 23:09 9999-99-99 99:99 -58.978  -63.700    10.0     45.440 -9999 -99999.   ...  0    809-99
2015-03-22 23:09 9999-99-99 99:99 -58.978  -63.700    10.0     45.310 -9999 -99999.   ...  0    827-99
2015-04-02 02:04 9999-99-99 99:99 -59.068  -63.765    10.0     42.600 -9999 -99999.   ...  0    810-99
2015-04-02 02:04 9999-99-99 99:99 -59.068  -63.765    10.0     40.700 -9999 -99999.   .X.  0    828-99
2015-04-10 01:31 9999-99-99 99:99 -59.017  -65.083    10.0     45.610 -9999 -99999.   ...  0   1351-99
2015-04-10 01:31 9999-99-99 99:99 -59.017  -65.083    10.0     46.150 -9999 -99999.   ...  0   6529-66
2015-05-09 04:45 9999-99-99 99:99 -58.983  -63.650    10.0     46.350 -9999 -99999.   ...  0   1352-99
2015-05-09 04:45 9999-99-99 99:99 -58.983  -63.650    10.0     47.840 -9999 -99999.   ...  0   6530-66
2015-05-17 17:36 9999-99-99 99:99 -59.000  -64.690    10.0     47.440 -9999 -99999.   -..  0    250-99
2015-05-17 17:36 9999-99-99 99:99 -59.000  -64.690    10.0     59.410 -9999 -99999.   +..  0    312-99
2015-06-15 14:41 9999-99-99 99:99 -59.000  -62.917    10.0     50.560 -9999 -99999.   ...  0   1727-99
2015-06-15 14:41 9999-99-99 99:99 -59.000  -62.917    10.0     49.850 -9999 -99999.   ...  0   2834-99
2015-06-23 03:57 9999-99-99 99:99 -58.983  -63.700    10.0     53.580 -9999 -99999.   ...  0   3315-99
2015-06-23 03:57 9999-99-99 99:99 -58.983  -63.700    10.0     52.530 -9999 -99999.   ...  0   4753-99
2015-06-28 11:45 9999-99-99 99:99 -59.000  -63.717    10.0     54.040 -9999 -99999.   ...  0   3028-99
2015-06-28 11:45 9999-99-99 99:99 -59.000  -63.717    10.0     54.070 -9999 -99999.   ...  0   6390-66
2015-10-05 01:46 9999-99-99 99:99 -59.050  -61.683    10.0     62.420 -9999 -99999.   ...  0   1702-99
2015-10-05 01:46 9999-99-99 99:99 -59.050  -61.683    10.0     61.270 -9999 -99999.   ...  0   5191-99
2015-10-15 17:17 9999-99-99 99:99 -59.000  -62.050    10.0     59.510 -9999 -99999.   ...  0   3631-99
2015-10-15 17:17 9999-99-99 99:99 -59.000  -62.050    10.0     60.040 -9999 -99999.   ...  0   5319-99
2015-10-25 03:56 9999-99-99 99:99 -59.000  -62.850    10.0     60.390 -9999 -99999.   ...  0   4978-99
2015-10-25 03:56 9999-99-99 99:99 -59.000  -62.850    10.0     60.720 -9999 -99999.   ...  0    818-99
2015-11-10 15:23 9999-99-99 99:99 -58.953  -64.022    10.0     56.390 -9999 -99999.   ...  0   1924-99
2015-11-10 15:23 9999-99-99 99:99 -58.953  -64.022    10.0     56.800 -9999 -99999.   ...  0    320-99
2015-11-22 03:45 9999-99-99 99:99 -59.017  -63.700    10.0     56.010 -9999 -99999.   ...  0   2004-99
2015-11-22 03:45 9999-99-99 99:99 -59.017  -63.700    10.0     55.490 -9999 -99999.   ...  0   3036-99
2015-12-26 04:12 9999-99-99 99:99 -59.017  -62.883    10.0     46.330 -9999 -99999.   ...  0   2969-99
2015-12-26 04:12 9999-99-99 99:99 -59.017  -62.883    10.0     46.160 -9999 -99999.   ...  0    954-99
2016-01-06 03:50 9999-99-99 99:99 -59.183  -62.867    10.0     48.520 -9999 -99999.   ...  0   2572-99
2016-01-06 03:50 9999-99-99 99:99 -59.183  -62.867    10.0     48.430 -9999 -99999.   ...  0    785-99
2016-02-15 03:02 9999-99-99 99:99 -59.000  -63.717    10.0     45.460 -9999 -99999.   ...  0   2472-99
2016-02-15 03:02 9999-99-99 99:99 -59.000  -63.717    10.0     46.500 -9999 -99999.   ...  0   3610-99
2016-02-24 00:43 9999-99-99 99:99 -59.000  -65.417    10.0     46.160 -9999 -99999.   ...  0   1973-99
2016-02-24 00:43 9999-99-99 99:99 -59.000  -65.417    10.0     44.350 -9999 -99999.   ...  0   4322-99
2016-03-20 10:32 9999-99-99 99:99 -58.967  -62.900    10.0     48.840 -9999 -99999.   .X.  0   3335-99
2016-03-20 10:32 9999-99-99 99:99 -58.967  -62.900    10.0     48.310 -9999 -99999.   .X.  0   4096-99
2016-03-31 17:37 9999-99-99 99:99 -59.033  -63.688    10.0     45.280 -9999 -99999.   ...  0    205-99
2016-03-31 17:37 9999-99-99 99:99 -59.033  -63.688    10.0     45.150 -9999 -99999.   ...  0   2804-99
2016-04-11 00:59 9999-99-99 99:99 -59.000  -63.667    10.0     45.530 -9999 -99999.   ...  0   1185-99
2016-04-11 00:59 9999-99-99 99:99 -59.000  -63.667    10.0     46.050 -9999 -99999.   ...  0   1642-99
2016-04-19 20:18 9999-99-99 99:99 -59.000  -64.033    10.0     48.390 -9999 -99999.   ...  0   4407-99
2016-04-19 20:18 9999-99-99 99:99 -59.000  -64.033    10.0     46.990 -9999 -99999.   ...  0   5198-99
2016-05-14 11:23 9999-99-99 99:99 -59.000  -65.050    10.0     50.700 -9999 -99999.   ...  0    289-99
2016-05-14 11:23 9999-99-99 99:99 -59.000  -65.050    10.0     50.520 -9999 -99999.   ...  0    619-99
2016-05-23 23:22 9999-99-99 99:99 -59.033  -64.050    10.0     51.290 -9999 -99999.   ...  0   1015-99
2016-05-23 23:22 9999-99-99 99:99 -59.033  -64.050    10.0     52.250 -9999 -99999.   ...  0   5255-99
2016-06-19 14:40 9999-99-99 99:99 -58.983  -63.777    10.0     57.450 -9999 -99999.   ...  0   2481-99
2016-06-19 14:40 9999-99-99 99:99 -58.983  -63.777    10.0     55.630 -9999 -99999.   ...  0   4364-99
2016-06-29 06:13 9999-99-99 99:99 -59.000  -63.700    10.0     56.190 -9999 -99999.   ...  0   3670-99
2016-06-29 06:13 9999-99-99 99:99 -59.000  -63.700    10.0     55.370 -9999 -99999.   ...  0    561-99
2016-08-02 22:19 9999-99-99 99:99 -59.000  -63.717    10.0     60.170 -9999 -99999.   ...  0   3937-99
2016-08-02 22:19 9999-99-99 99:99 -59.000  -63.717    10.0     59.040 -9999 -99999.   ...  0    964-99
2016-10-07 19:53 9999-99-99 99:99 -59.000  -63.683    10.0     61.650 -9999 -99999.   ...  0   5440-99
2016-10-07 19:53 9999-99-99 99:99 -59.000  -63.683    10.0     62.820 -9999 -99999.   ...  0   5441-99
2016-10-16 03:58 9999-99-99 99:99  59.100  -63.817    10.0     62.930 -9999 -99999.   ...  0   3249-99
2016-10-16 03:58 9999-99-99 99:99  59.100  -63.817    10.0     63.200 -9999 -99999.   ...  0    471-99
2016-10-24 18:34 9999-99-99 99:99 -58.983  -62.850    10.0     62.620 -9999 -99999.   ...  0   2855-99
2016-10-24 18:34 9999-99-99 99:99 -58.983  -62.850    10.0     63.200 -9999 -99999.   ...  0    333-99
2016-11-03 06:05 9999-99-99 99:99 -59.017  -63.683    10.0     60.890 -9999 -99999.   ...  0   1009-99
2016-11-03 06:05 9999-99-99 99:99 -59.017  -63.683    10.0     60.810 -9999 -99999.   ...  0   3026-99
2016-11-12 02:16 9999-99-99 99:99 -59.000  -63.700    10.0     57.560 -9999 -99999.   ...  0   4146-99
2016-11-12 02:16 9999-99-99 99:99 -59.000  -63.700    10.0     56.790 -9999 -99999.   ...  0   5497-99
2016-11-27 05:05 9999-99-99 99:99 -59.000  -63.683    10.0     53.290 -9999 -99999.   ...  0   1878-99
2016-11-27 05:05 9999-99-99 99:99 -59.000  -63.683    10.0     53.210 -9999 -99999.   ...  0   5295-99
2016-12-05 20:32 9999-99-99 99:99 -59.033  -63.683    10.0     51.890 -9999 -99999.   ...  0   5074-99
2016-12-05 20:32 9999-99-99 99:99 -59.033  -63.683    10.0     51.610 -9999 -99999.   ...  0   5230-99
2016-12-16 23:02 9999-99-99 99:99 -58.983  -55.867    10.0     49.700 -9999 -99999.   ...  0   4553-99
2016-12-16 23:02 9999-99-99 99:99 -58.983  -55.867    10.0     49.260 -9999 -99999.   ...  0   5229-99
